,0,1,2,3
8,16069,Serbia,4,12
9,16069,Serbia,5,11
0,16070,Türkiye,1,25
1,16070,Türkiye,2,25
2,16070,Türkiye,3,25
3,16070,Canada,1,15
4,16070,Canada,2,22
5,16070,Canada,3,20
0,16071,Poland,1,22
1,16071,Poland,2,21
2,16071,Poland,3,26
3,16071,Netherlands,1,25
4,16071,Netherlands,2,25
5,16071,Netherlands,3,28
0,16072,Bulgaria,1,25
1,16072,Bulgaria,2,7
2,16072,Bulgaria,3,10
3,16072,Bulgaria,4,15
4,16072,China,1,20
5,16072,China,2,25
6,16072,China,3,25
7,16072,China,4,25
0,16073,Japan,1,23
1,16073,Japan,2,25
2,16073,Japan,3,22
3,16073,Japan,4,25
4,16073,Japan,5,8
5,16073,Germany,1,25
6,16073,Germany,2,14
7,16073,Germany,3,25
8,16073,Germany,4,20
9,16073,Germany,5,15
0,16074,Korea,1,23
1,16074,Korea,2,21
2,16074,Korea,3,14
3,16074,Croatia,1,25
4,16074,Croatia,2,25
5,16074,Croatia,3,25
0,16075,Serbia,1,24
1,16075,Serbia,2,22
2,16075,Serbia,3,25
3,16075,Serbia,4,25
4,16075,Serbia,5,16
5,16075,Thailand,1,26
6,16075,Thailand,2,25
7,16075,Thailand,3,17
8,16075,Thailand,4,12
9,16075,Thailand,5,14
0,16076,Dominican Republic,1,22
1,16076,Dominican Republic,2,25
2,16076,Dominican Republic,3,25
3,16076,Dominican Republic,4,23
4,16076,Dominican Republic,5,15
5,16076,Canada,1,25
6,16076,Canada,2,13
7,16076,Canada,3,17
8,16076,Canada,4,25
9,16076,Canada,5,10
0,16077,Netherlands,1,25
1,16077,Netherlands,2,22
2,16077,Netherlands,3,20
3,16077,Netherlands,4,25
4,16077,Netherlands,5,17
5,16077,Italy,1,22
6,16077,Italy,2,25
7,16077,Italy,3,25
8,16077,Italy,4,18
9,16077,Italy,5,19
0,16078,Poland,1,25
1,16078,Poland,2,25
2,16078,Poland,3,25
3,16078,China,1,20
4,16078,China,2,23
5,16078,China,3,22
0,16079,Brazil,1,25
1,16079,Brazil,2,25
2,16079,Brazil,3,22
3,16079,Brazil,4,25
4,16079,Germany,1,22
5,16079,Germany,2,18
6,16079,Germany,3,25
7,16079,Germany,4,17
0,16080,Japan,1,23
1,16080,Japan,2,25
2,16080,Japan,3,25
3,16080,Japan,4,23
4,16080,Japan,5,15
5,16080,USA,1,25
6,16080,USA,2,23
7,16080,USA,3,19
8,16080,USA,4,25
9,16080,USA,5,6
0,16081,Serbia,1,25
1,16081,Serbia,2,25
2,16081,Serbia,3,23
3,16081,Serbia,4,25
4,16081,Croatia,1,16
5,16081,Croatia,2,11
6,16081,Croatia,3,25
7,16081,Croatia,4,17
0,16082,Bulgaria,1,24
1,16082,Bulgaria,2,17
2,16082,Bulgaria,3,17
3,16082,Netherlands,1,26
4,16082,Netherlands,2,25
5,16082,Netherlands,3,25
0,16083,Dominican Republic,1,23
1,16083,Dominican Republic,2,19
2,16083,Dominican Republic,3,25
3,16083,Dominican Republic,4,20
4,16083,Türkiye,1,25
5,16083,Türkiye,2,25
6,16083,Türkiye,3,23
7,16083,Türkiye,4,25
0,16084,Italy,1,23
1,16084,Italy,2,25
2,16084,Italy,3,18
3,16084,Italy,4,25
4,16084,Italy,5,15
5,16084,China,1,25
6,16084,China,2,23
7,16084,China,3,25
8,16084,China,4,22
9,16084,China,5,12
0,16085,Brazil,1,22
1,16085,Brazil,2,19
2,16085,Brazil,3,22
3,16085,USA,1,25
4,16085,USA,2,25
5,16085,USA,3,25
0,16086,Thailand,1,17
1,16086,Thailand,2,21
2,16086,Thailand,3,20
3,16086,Croatia,1,25
4,16086,Croatia,2,25
5,16086,Croatia,3,25
0,16087,Germany,1,25
1,16087,Germany,2,25
2,16087,Germany,3,25
3,16087,Germany,4,25
4,16087,Korea,1,19
5,16087,Korea,2,17
6,16087,Korea,3,27
7,16087,Korea,4,12
0,16088,Germany,1,25
1,16088,Germany,2,25
2,16088,Germany,3,18
3,16088,Germany,4,25
4,16088,Dominican Republic,1,19
5,16088,Dominican Republic,2,18
6,16088,Dominican Republic,3,25
7,16088,Dominican Republic,4,21
0,16089,Croatia,1,21
1,16089,Croatia,2,21
2,16089,Croatia,3,26
3,16089,Canada,1,25
4,16089,Canada,2,25
5,16089,Canada,3,28
0,16090,Bulgaria,1,25
1,16090,Bulgaria,2,25
2,16090,Bulgaria,3,24
3,16090,Bulgaria,4,25
4,16090,Korea,1,22
5,16090,Korea,2,18
6,16090,Korea,3,26
7,16090,Korea,4,15
0,16091,Thailand,1,26
1,16091,Thailand,2,18
2,16091,Thailand,3,20
3,16091,Netherlands,1,28
4,16091,Netherlands,2,25
5,16091,Netherlands,3,25
0,16092,USA,1,17
1,16092,USA,2,25
2,16092,USA,3,27
3,16092,USA,4,28
4,16092,USA,5,16
5,16092,Poland,1,25
6,16092,Poland,2,15
7,16092,Poland,3,25
8,16092,Poland,4,30
9,16092,Poland,5,14
0,16093,Japan,1,25
1,16093,Japan,2,25
2,16093,Japan,3,21
3,16093,Japan,4,16
4,16093,Japan,5,15
5,16093,Türkiye,1,23
6,16093,Türkiye,2,23
7,16093,Türkiye,3,25
8,16093,Türkiye,4,25
9,16093,Türkiye,5,9
0,16094,China,1,13
1,16094,China,2,25
2,16094,China,3,23
3,16094,China,4,20
4,16094,Serbia,1,25
5,16094,Serbia,2,17
6,16094,Serbia,3,25
7,16094,Serbia,4,25
0,16095,Brazil,1,26
1,16095,Brazil,2,25
2,16095,Brazil,3,19
3,16095,Brazil,4,25
4,16095,Brazil,5,15
5,16095,Italy,1,28
6,16095,Italy,2,20
7,16095,Italy,3,25
8,16095,Italy,4,21
9,16095,Italy,5,10
0,16096,Poland,1,15
1,16096,Poland,2,25
2,16096,Poland,3,25
3,16096,Poland,4,19
4,16096,Poland,5,17
5,16096,Germany,1,25
6,16096,Germany,2,19
7,16096,Germany,3,19
8,16096,Germany,4,25
9,16096,Germany,5,15
0,16097,Croatia,1,20
1,16097,Croatia,2,11
2,16097,Croatia,3,15
3,16097,Netherlands,1,25
4,16097,Netherlands,2,25
5,16097,Netherlands,3,25
0,16098,USA,1,25
1,16098,USA,2,25
2,16098,USA,3,25
3,16098,Bulgaria,1,15
4,16098,Bulgaria,2,17
5,16098,Bulgaria,3,17
0,16099,Brazil,1,30
1,16099,Brazil,2,22
2,16099,Brazil,3,23
3,16099,Brazil,4,25
4,16099,Brazil,5,15
5,16099,Canada,1,28
6,16099,Canada,2,25
7,16099,Canada,3,25
8,16099,Canada,4,21
9,16099,Canada,5,17
0,16100,Dominican Republic,1,25
1,16100,Dominican Republic,2,25
2,16100,Dominican Republic,3,25
3,16100,Korea,1,18
4,16100,Korea,2,18
5,16100,Korea,3,16
0,16101,Thailand,1,15
1,16101,Thailand,2,15
2,16101,Thailand,3,20
3,16101,Türkiye,1,25
4,16101,Türkiye,2,25
5,16101,Türkiye,3,25
0,16102,Bulgaria,1,28
1,16102,Bulgaria,2,19
2,16102,Bulgaria,3,16
3,16102,Bulgaria,4,15
4,16102,Poland,1,26
5,16102,Poland,2,25
6,16102,Poland,3,25
7,16102,Poland,4,25
0,16103,Canada,1,25
1,16103,Canada,2,23
2,16103,Canada,3,14
3,16103,Canada,4,26
4,16103,Canada,5,10
5,16103,Italy,1,22
6,16103,Italy,2,25
7,16103,Italy,3,25
8,16103,Italy,4,24
9,16103,Italy,5,15
0,16104,Germany,1,17
1,16104,Germany,2,25
2,16104,Germany,3,16
3,16104,Germany,4,28
4,16104,Serbia,1,25
5,16104,Serbia,2,23
6,16104,Serbia,3,25
7,16104,Serbia,4,30
0,16105,Netherlands,1,25
1,16105,Netherlands,2,25
2,16105,Netherlands,3,21
3,16105,Netherlands,4,25
4,16105,Japan,1,22
5,16105,Japan,2,17
6,16105,Japan,3,25
7,16105,Japan,4,20
0,16106,China,1,25
1,16106,China,2,20
2,16106,China,3,25
3,16106,China,4,20
4,16106,China,5,13
5,16106,Dominican Republic,1,20
6,16106,Dominican Republic,2,25
7,16106,Dominican Republic,3,22
8,16106,Dominican Republic,4,25
9,16106,Dominican Republic,5,15
0,16107,Brazil,1,22
1,16107,Brazil,2,16
2,16107,Brazil,3,22
3,16107,Türkiye,1,25
4,16107,Türkiye,2,25
5,16107,Türkiye,3,25
0,16108,Serbia,1,25
1,16108,Serbia,2,15
2,16108,Serbia,3,25
3,16108,Serbia,4,19
4,16108,Serbia,5,10
5,16108,Dominican Republic,1,22
6,16108,Dominican Republic,2,25
7,16108,Dominican Republic,3,23
8,16108,Dominican Republic,4,25
9,16108,Dominican Republic,5,15
0,16109,Korea,1,13
1,16109,Korea,2,21
2,16109,Korea,3,25
3,16109,Korea,4,15
4,16109,China,1,25
5,16109,China,2,25
6,16109,China,3,21
7,16109,China,4,25
0,16110,Italy,1,25
1,16110,Italy,2,25
2,16110,Italy,3,25
3,16110,Croatia,1,14
4,16110,Croatia,2,17
5,16110,Croatia,3,17
0,16111,Germany,1,22
1,16111,Germany,2,25
2,16111,Germany,3,22
3,16111,Germany,4,13
4,16111,USA,1,25
5,16111,USA,2,18
6,16111,USA,3,25
7,16111,USA,4,25
0,16112,Netherlands,1,27
1,16112,Netherlands,2,16
2,16112,Netherlands,3,25
3,16112,Netherlands,4,23
4,16112,Netherlands,5,9
5,16112,Canada,1,25
6,16112,Canada,2,25
7,16112,Canada,3,18
8,16112,Canada,4,25
9,16112,Canada,5,15
0,16113,Thailand,1,18
1,16113,Thailand,2,22
2,16113,Thailand,3,20
3,16113,Japan,1,25
4,16113,Japan,2,25
5,16113,Japan,3,25
0,16114,Serbia,1,20
1,16114,Serbia,2,25
2,16114,Serbia,3,25
3,16114,Serbia,4,17
4,16114,Serbia,5,15
5,16114,Bulgaria,1,25
6,16114,Bulgaria,2,16
7,16114,Bulgaria,3,14
8,16114,Bulgaria,4,25
9,16114,Bulgaria,5,4
0,16115,Poland,1,25
1,16115,Poland,2,25
2,16115,Poland,3,25
3,16115,Korea,1,23
4,16115,Korea,2,18
5,16115,Korea,3,16
0,16116,Croatia,1,14
1,16116,Croatia,2,23
2,16116,Croatia,3,18
3,16116,Türkiye,1,25
4,16116,Türkiye,2,25
5,16116,Türkiye,3,25
0,16117,China,1,18
1,16117,China,2,25
2,16117,China,3,19
3,16117,China,4,25
4,16117,China,5,15
5,16117,USA,1,25
6,16117,USA,2,19
7,16117,USA,3,25
8,16117,USA,4,20
9,16117,USA,5,8
0,16118,Italy,1,25
1,16118,Italy,2,25
2,16118,Italy,3,17
3,16118,Italy,4,25
4,16118,Japan,1,23
5,16118,Japan,2,23
6,16118,Japan,3,25
7,16118,Japan,4,22
0,16119,Thailand,1,20
1,16119,Thailand,2,16
2,16119,Thailand,3,23
3,16119,Brazil,1,25
4,16119,Brazil,2,25
5,16119,Brazil,3,25
0,16120,Poland,1,25
1,16120,Poland,2,21
2,16120,Poland,3,25
3,16120,Poland,4,26
4,16120,Germany,1,12
5,16120,Germany,2,25
6,16120,Germany,3,21
7,16120,Germany,4,24
0,16121,USA,1,25
1,16121,USA,2,25
2,16121,USA,3,18
3,16121,USA,4,25
4,16121,Japan,1,23
5,16121,Japan,2,21
6,16121,Japan,3,25
7,16121,Japan,4,18
0,16122,Brazil,1,21
1,16122,Brazil,2,20
2,16122,Brazil,3,25
3,16122,Brazil,4,23
4,16122,China,1,25
5,16122,China,2,25
6,16122,China,3,20
7,16122,China,4,25
0,16123,Türkiye,1,25
1,16123,Türkiye,2,25
2,16123,Türkiye,3,25
3,16123,Italy,1,20
4,16123,Italy,2,15
5,16123,Italy,3,18
0,16124,Poland,1,18
1,16124,Poland,2,23
2,16124,Poland,3,23
3,16124,China,1,25
4,16124,China,2,25
5,16124,China,3,25
0,16125,USA,1,21
1,16125,USA,2,14
2,16125,USA,3,26
3,16125,USA,4,25
4,16125,Türkiye,1,25
5,16125,Türkiye,2,25
6,16125,Türkiye,3,24
7,16125,Türkiye,4,27
0,16126,Poland,1,25
1,16126,Poland,2,16
2,16126,Poland,3,25
3,16126,Poland,4,18
4,16126,Poland,5,17
5,16126,USA,1,15
6,16126,USA,2,25
7,16126,USA,3,19
8,16126,USA,4,25
9,16126,USA,5,15
0,16127,China,1,22
1,16127,China,2,25
2,16127,China,3,19
3,16127,China,4,16
4,16127,Türkiye,1,25
5,16127,Türkiye,2,22
6,16127,Türkiye,3,25
7,16127,Türkiye,4,25
0,18957,Bulgaria,1,14
1,18957,Bulgaria,2,20
2,18957,Bulgaria,3,22
3,18957,Netherlands,1,25
4,18957,Netherlands,2,25
5,18957,Netherlands,3,25
0,18958,Italy,1,26
1,18958,Italy,2,23
2,18958,Italy,3,21
3,18958,Poland,1,28
4,18958,Poland,2,25
5,18958,Poland,3,25
0,18959,China,1,25
1,18959,China,2,25
2,18959,China,3,25
3,18959,Korea,1,15
4,18959,Korea,2,16
5,18959,Korea,3,14
0,18960,Brazil,1,26
1,18960,Brazil,2,23
2,18960,Brazil,3,26
3,18960,Brazil,4,25
4,18960,Canada,1,24
5,18960,Canada,2,25
6,18960,Canada,3,24
7,18960,Canada,4,12
0,18961,France,1,22
1,18961,France,2,14
2,18961,France,3,22
3,18961,Germany,1,25
4,18961,Germany,2,25
5,18961,Germany,3,25
0,18962,Japan,1,25
1,18962,Japan,2,25
2,18962,Japan,3,23
3,18962,Japan,4,20
4,18962,Japan,5,15
5,18962,Türkiye,1,23
6,18962,Türkiye,2,21
7,18962,Türkiye,3,25
8,18962,Türkiye,4,25
9,18962,Türkiye,5,11
0,18963,USA,1,25
1,18963,USA,2,19
2,18963,USA,3,25
3,18963,USA,4,25
4,18963,Thailand,1,22
5,18963,Thailand,2,25
6,18963,Thailand,3,12
7,18963,Thailand,4,18
0,18964,Serbia,1,18
1,18964,Serbia,2,17
2,18964,Serbia,3,25
3,18964,Serbia,4,20
4,18964,Dominican Republic,1,25
5,18964,Dominican Republic,2,25
6,18964,Dominican Republic,3,21
7,18964,Dominican Republic,4,25
0,18965,Germany,1,16
1,18965,Germany,2,16
2,18965,Germany,3,25
3,18965,Germany,4,22
4,18965,Italy,1,25
5,18965,Italy,2,25
6,18965,Italy,3,21
7,18965,Italy,4,25
0,18966,Bulgaria,1,13
1,18966,Bulgaria,2,15
2,18966,Bulgaria,3,15
3,18966,Japan,1,25
4,18966,Japan,2,25
5,18966,Japan,3,25
0,18967,Netherlands,1,14
1,18967,Netherlands,2,25
2,18967,Netherlands,3,23
3,18967,Netherlands,4,18
4,18967,Türkiye,1,25
5,18967,Türkiye,2,23
6,18967,Türkiye,3,25
7,18967,Türkiye,4,25
0,18968,Brazil,1,25
1,18968,Brazil,2,25
2,18968,Brazil,3,25
3,18968,Korea,1,15
4,18968,Korea,2,19
5,18968,Korea,3,17
0,18969,China,1,23
1,18969,China,2,25
2,18969,China,3,25
3,18969,China,4,25
4,18969,USA,1,25
5,18969,USA,2,23
6,18969,USA,3,22
7,18969,USA,4,19
0,18970,Dominican Republic,1,20
1,18970,Dominican Republic,2,21
2,18970,Dominican Republic,3,22
3,18970,Canada,1,25
4,18970,Canada,2,25
5,18970,Canada,3,25
0,18971,Japan,1,25
1,18971,Japan,2,25
2,18971,Japan,3,25
3,18971,Germany,1,21
4,18971,Germany,2,15
5,18971,Germany,3,22
0,18972,France,1,20
1,18972,France,2,16
2,18972,France,3,17
3,18972,Poland,1,25
4,18972,Poland,2,25
5,18972,Poland,3,25
0,18973,Italy,1,25
1,18973,Italy,2,25
2,18973,Italy,3,25
3,18973,Bulgaria,1,11
4,18973,Bulgaria,2,22
5,18973,Bulgaria,3,19
0,18974,Serbia,1,25
1,18974,Serbia,2,29
2,18974,Serbia,3,25
3,18974,Thailand,1,13
4,18974,Thailand,2,27
5,18974,Thailand,3,19
0,18975,China,1,22
1,18975,China,2,25
2,18975,China,3,23
3,18975,China,4,22
4,18975,Canada,1,25
5,18975,Canada,2,20
6,18975,Canada,3,25
7,18975,Canada,4,25
0,18976,Brazil,1,25
1,18976,Brazil,2,25
2,18976,Brazil,3,18
3,18976,Brazil,4,25
4,18976,USA,1,22
5,18976,USA,2,16
6,18976,USA,3,25
7,18976,USA,4,19
0,18977,Poland,1,25
1,18977,Poland,2,26
2,18977,Poland,3,25
3,18977,Netherlands,1,20
4,18977,Netherlands,2,24
5,18977,Netherlands,3,18
0,18978,France,1,19
1,18978,France,2,25
2,18978,France,3,25
3,18978,France,4,29
4,18978,Bulgaria,1,25
5,18978,Bulgaria,2,21
6,18978,Bulgaria,3,11
7,18978,Bulgaria,4,27
0,18979,Italy,1,25
1,18979,Italy,2,25
2,18979,Italy,3,25
3,18979,Italy,4,25
4,18979,Türkiye,1,27
5,18979,Türkiye,2,21
6,18979,Türkiye,3,21
7,18979,Türkiye,4,19
0,18980,Serbia,1,25
1,18980,Serbia,2,15
2,18980,Serbia,3,18
3,18980,Serbia,4,18
4,18980,China,1,21
5,18980,China,2,25
6,18980,China,3,25
7,18980,China,4,25
0,18981,Korea,1,13
1,18981,Korea,2,19
2,18981,Korea,3,20
3,18981,Dominican Republic,1,25
4,18981,Dominican Republic,2,25
5,18981,Dominican Republic,3,25
0,18982,Thailand,1,21
1,18982,Thailand,2,13
2,18982,Thailand,3,25
3,18982,Thailand,4,17
4,18982,Canada,1,25
5,18982,Canada,2,25
6,18982,Canada,3,20
7,18982,Canada,4,25
0,18983,Germany,1,21
1,18983,Germany,2,25
2,18983,Germany,3,23
3,18983,Germany,4,20
4,18983,Netherlands,1,25
5,18983,Netherlands,2,21
6,18983,Netherlands,3,25
7,18983,Netherlands,4,25
0,18984,Brazil,1,25
1,18984,Brazil,2,25
2,18984,Brazil,3,25
3,18984,Serbia,1,15
4,18984,Serbia,2,19
5,18984,Serbia,3,19
0,18985,Poland,1,26
1,18985,Poland,2,25
2,18985,Poland,3,25
3,18985,Japan,1,24
4,18985,Japan,2,20
5,18985,Japan,3,23
0,18986,France,1,19
1,18986,France,2,16
2,18986,France,3,19
3,18986,Türkiye,1,25
4,18986,Türkiye,2,25
5,18986,Türkiye,3,25
0,18987,USA,1,25
1,18987,USA,2,25
2,18987,USA,3,25
3,18987,Dominican Republic,1,23
4,18987,Dominican Republic,2,20
5,18987,Dominican Republic,3,18
0,18988,Thailand,1,19
1,18988,Thailand,2,25
2,18988,Thailand,3,16
3,18988,Thailand,4,18
4,18988,Korea,1,25
5,18988,Korea,2,23
6,18988,Korea,3,25
7,18988,Korea,4,25
0,18989,Thailand,1,25
1,18989,Thailand,2,20
2,18989,Thailand,3,25
3,18989,Thailand,4,26
4,18989,Dominican Republic,1,22
5,18989,Dominican Republic,2,25
6,18989,Dominican Republic,3,17
7,18989,Dominican Republic,4,24
0,18990,Brazil,1,24
1,18990,Brazil,2,26
2,18990,Brazil,3,19
3,18990,Brazil,4,25
4,18990,Brazil,5,15
5,18990,Japan,1,26
6,18990,Japan,2,24
7,18990,Japan,3,25
8,18990,Japan,4,20
9,18990,Japan,5,11
0,18991,Poland,1,25
1,18991,Poland,2,23
2,18991,Poland,3,25
3,18991,Poland,4,25
4,18991,Serbia,1,16
5,18991,Serbia,2,25
6,18991,Serbia,3,18
7,18991,Serbia,4,22
0,18992,Canada,1,22
1,18992,Canada,2,17
2,18992,Canada,3,25
3,18992,Canada,4,20
4,18992,USA,1,25
5,18992,USA,2,25
6,18992,USA,3,23
7,18992,USA,4,25
0,18993,Italy,1,25
1,18993,Italy,2,25
2,18993,Italy,3,25
3,18993,France,1,15
4,18993,France,2,14
5,18993,France,3,14
0,18994,Netherlands,1,25
1,18994,Netherlands,2,23
2,18994,Netherlands,3,23
3,18994,Netherlands,4,21
4,18994,China,1,21
5,18994,China,2,25
6,18994,China,3,25
7,18994,China,4,25
0,18995,Korea,1,23
1,18995,Korea,2,25
2,18995,Korea,3,26
3,18995,Korea,4,21
4,18995,Korea,5,13
5,18995,Bulgaria,1,25
6,18995,Bulgaria,2,20
7,18995,Bulgaria,3,24
8,18995,Bulgaria,4,25
9,18995,Bulgaria,5,15
0,18996,Germany,1,25
1,18996,Germany,2,20
2,18996,Germany,3,9
3,18996,Germany,4,24
4,18996,Türkiye,1,20
5,18996,Türkiye,2,25
6,18996,Türkiye,3,25
7,18996,Türkiye,4,26
0,18997,Dominican Republic,1,12
1,18997,Dominican Republic,2,19
2,18997,Dominican Republic,3,21
3,18997,Italy,1,25
4,18997,Italy,2,25
5,18997,Italy,3,25
0,18998,France,1,14
1,18998,France,2,18
2,18998,France,3,15
3,18998,Japan,1,25
4,18998,Japan,2,25
5,18998,Japan,3,25
0,18999,Brazil,1,25
1,18999,Brazil,2,20
2,18999,Brazil,3,25
3,18999,Brazil,4,25
4,18999,Netherlands,1,17
5,18999,Netherlands,2,25
6,18999,Netherlands,3,20
7,18999,Netherlands,4,18
0,19000,Korea,1,20
1,19000,Korea,2,20
2,19000,Korea,3,10
3,19000,Poland,1,25
4,19000,Poland,2,25
5,19000,Poland,3,25
0,19001,Canada,1,25
1,19001,Canada,2,25
2,19001,Canada,3,25
3,19001,Germany,1,20
4,19001,Germany,2,15
5,19001,Germany,3,22
0,19002,Serbia,1,18
1,19002,Serbia,2,31
2,19002,Serbia,3,25
3,19002,Serbia,4,21
4,19002,Türkiye,1,25
5,19002,Türkiye,2,33
6,19002,Türkiye,3,21
7,19002,Türkiye,4,25
0,19003,France,1,23
1,19003,France,2,21
2,19003,France,3,25
3,19003,France,4,25
4,19003,France,5,7
5,19003,Thailand,1,25
6,19003,Thailand,2,25
7,19003,Thailand,3,23
8,19003,Thailand,4,20
9,19003,Thailand,5,15
0,19004,Netherlands,1,25
1,19004,Netherlands,2,23
2,19004,Netherlands,3,25
3,19004,Netherlands,4,25
4,19004,Dominican Republic,1,17
5,19004,Dominican Republic,2,25
6,19004,Dominican Republic,3,21
7,19004,Dominican Republic,4,17
0,19005,Japan,1,25
1,19005,Japan,2,19
2,19005,Japan,3,25
3,19005,Japan,4,25
4,19005,China,1,22
5,19005,China,2,25
6,19005,China,3,18
7,19005,China,4,17
0,19006,Germany,1,23
1,19006,Germany,2,20
2,19006,Germany,3,21
3,19006,Poland,1,25
4,19006,Poland,2,25
5,19006,Poland,3,25
0,19007,Serbia,1,25
1,19007,Serbia,2,21
2,19007,Serbia,3,26
3,19007,Serbia,4,25
4,19007,Canada,1,22
5,19007,Canada,2,25
6,19007,Canada,3,24
7,19007,Canada,4,20
0,19008,Bulgaria,1,17
1,19008,Bulgaria,2,22
2,19008,Bulgaria,3,22
3,19008,USA,1,25
4,19008,USA,2,25
5,19008,USA,3,25
0,19009,Brazil,1,26
1,19009,Brazil,2,25
2,19009,Brazil,3,18
3,19009,Brazil,4,25
4,19009,Brazil,5,15
5,19009,Italy,1,24
6,19009,Italy,2,27
7,19009,Italy,3,25
8,19009,Italy,4,19
9,19009,Italy,5,10
0,19010,Dominican Republic,1,20
1,19010,Dominican Republic,2,25
2,19010,Dominican Republic,3,24
3,19010,Dominican Republic,4,23
4,19010,Japan,1,25
5,19010,Japan,2,23
6,19010,Japan,3,26
7,19010,Japan,4,25
0,19011,Thailand,1,23
1,19011,Thailand,2,17
2,19011,Thailand,3,18
3,19011,China,1,25
4,19011,China,2,25
5,19011,China,3,25
0,19012,Korea,1,20
1,19012,Korea,2,15
2,19012,Korea,3,20
3,19012,Türkiye,1,25
4,19012,Türkiye,2,25
5,19012,Türkiye,3,25
0,19013,Poland,1,29
1,19013,Poland,2,25
2,19013,Poland,3,20
3,19013,Poland,4,25
4,19013,USA,1,27
5,19013,USA,2,22
6,19013,USA,3,25
7,19013,USA,4,23
0,19014,Serbia,1,18
1,19014,Serbia,2,25
2,19014,Serbia,3,25
3,19014,Serbia,4,25
4,19014,Bulgaria,1,25
5,19014,Bulgaria,2,21
6,19014,Bulgaria,3,17
7,19014,Bulgaria,4,16
0,19015,France,1,17
1,19015,France,2,10
2,19015,France,3,21
3,19015,Netherlands,1,25
4,19015,Netherlands,2,25
5,19015,Netherlands,3,25
0,19016,Brazil,1,25
1,19016,Brazil,2,25
2,19016,Brazil,3,25
3,19016,Thailand,1,22
4,19016,Thailand,2,14
5,19016,Thailand,3,17
0,19017,Italy,1,25
1,19017,Italy,2,25
2,19017,Italy,3,25
3,19017,China,1,23
4,19017,China,2,19
5,19017,China,3,16
0,19018,Korea,1,15
1,19018,Korea,2,12
2,19018,Korea,3,18
3,19018,Canada,1,25
4,19018,Canada,2,25
5,19018,Canada,3,25
0,19019,USA,1,25
1,19019,USA,2,20
2,19019,USA,3,21
3,19019,USA,4,25
4,19019,USA,5,12
5,19019,Türkiye,1,21
6,19019,Türkiye,2,25
7,19019,Türkiye,3,25
8,19019,Türkiye,4,12
9,19019,Türkiye,5,15
0,19020,Bulgaria,1,19
1,19020,Bulgaria,2,25
2,19020,Bulgaria,3,21
3,19020,Bulgaria,4,11
4,19020,Germany,1,25
5,19020,Germany,2,21
6,19020,Germany,3,25
7,19020,Germany,4,25
0,19021,USA,1,25
1,19021,USA,2,26
2,19021,USA,3,25
3,19021,France,1,15
4,19021,France,2,24
5,19021,France,3,20
0,19022,Italy,1,25
1,19022,Italy,2,25
2,19022,Italy,3,25
3,19022,Canada,1,16
4,19022,Canada,2,15
5,19022,Canada,3,14
0,19023,Germany,1,24
1,19023,Germany,2,25
2,19023,Germany,3,21
3,19023,Germany,4,21
4,19023,Dominican Republic,1,26
5,19023,Dominican Republic,2,21
6,19023,Dominican Republic,3,25
7,19023,Dominican Republic,4,25
0,19024,Bulgaria,1,15
1,19024,Bulgaria,2,12
2,19024,Bulgaria,3,17
3,19024,China,1,25
4,19024,China,2,25
5,19024,China,3,25
0,19025,Netherlands,1,25
1,19025,Netherlands,2,25
2,19025,Netherlands,3,18
3,19025,Netherlands,4,25
4,19025,Serbia,1,20
5,19025,Serbia,2,21
6,19025,Serbia,3,25
7,19025,Serbia,4,12
0,19026,Korea,1,16
1,19026,Korea,2,16
2,19026,Korea,3,23
3,19026,Japan,1,25
4,19026,Japan,2,25
5,19026,Japan,3,25
0,19027,Türkiye,1,25
1,19027,Türkiye,2,25
2,19027,Türkiye,3,25
3,19027,Thailand,1,17
4,19027,Thailand,2,17
5,19027,Thailand,3,17
0,19028,Brazil,1,22
1,19028,Brazil,2,25
2,19028,Brazil,3,25
3,19028,Brazil,4,25
4,19028,Poland,1,25
5,19028,Poland,2,17
6,19028,Poland,3,17
7,19028,Poland,4,16
0,19029,Netherlands,1,21
1,19029,Netherlands,2,20
2,19029,Netherlands,3,22
3,19029,USA,1,25
4,19029,USA,2,25
5,19029,USA,3,25
0,19030,France,1,23
1,19030,France,2,25
2,19030,France,3,25
3,19030,France,4,22
4,19030,France,5,13
5,19030,Korea,1,25
6,19030,Korea,2,21
7,19030,Korea,3,17
8,19030,Korea,4,25
9,19030,Korea,5,15
0,19031,Japan,1,25
1,19031,Japan,2,25
2,19031,Japan,3,20
3,19031,Japan,4,21
4,19031,Japan,5,14
5,19031,Canada,1,23
6,19031,Canada,2,22
7,19031,Canada,3,25
8,19031,Canada,4,25
9,19031,Canada,5,16
0,19032,Bulgaria,1,23
1,19032,Bulgaria,2,25
2,19032,Bulgaria,3,18
3,19032,Bulgaria,4,25
4,19032,Bulgaria,5,10
5,19032,Thailand,1,25
6,19032,Thailand,2,22
7,19032,Thailand,3,25
8,19032,Thailand,4,22
9,19032,Thailand,5,15
0,19033,Germany,1,20
1,19033,Germany,2,22
2,19033,Germany,3,25
3,19033,Germany,4,24
4,19033,Brazil,1,25
5,19033,Brazil,2,25
6,19033,Brazil,3,21
7,19033,Brazil,4,26
0,19034,Dominican Republic,1,25
1,19034,Dominican Republic,2,15
2,19034,Dominican Republic,3,17
3,19034,Dominican Republic,4,18
4,19034,Türkiye,1,17
5,19034,Türkiye,2,25
6,19034,Türkiye,3,25
